Species,Translocation,Fragment,Treatment,Day,Time,    F,  Fm', Yield,    qP
Porites astreoides,Birthday to Acer24,20,28C,Before,Noon,23,32,0.281,1.285
Porites astreoides,Birthday to Acer24,20,28C,Before,Noon,17,43,0.604,1.444
Porites astreoides,Birthday to Acer24,20,28C,Before,Noon,16,24,0.333,0
Porites astreoides,Birthday to Acer24,13,32C,Before,Noon,42,122,0.655,0.824
Porites astreoides,Birthday to Acer24,13,32C,Before,Noon,31,155,0.8,0.953
Porites astreoides,Birthday to Acer24,13,32C,Before,Noon,26,103,0.747,0.987
Porites astreoides,Birthday to Acer24,14,32C,Before,Noon,19,36,0.472,1.545
Porites astreoides,Birthday to Acer24,14,32C,Before,Noon,23,62,0.629,1.054
Porites astreoides,Birthday to Acer24,14,32C,Before,Noon,34,55,0.381,0.7
Porites astreoides,Birthday to Acer24,15,32C,Before,Noon,64,147,0.564,0.68
Porites astreoides,Birthday to Acer24,15,32C,Before,Noon,35,102,0.656,0.87
Porites astreoides,Birthday to Acer24,15,32C,Before,Noon,28,77,0.636,0.942
Porites astreoides,Birthday to Acer24,16,32C,Before,Noon,15,38,0.605,1.769
Porites astreoides,Birthday to Acer24,16,32C,Before,Noon,17,42,0.595,1.47
Porites astreoides,Birthday to Acer24,16,32C,Before,Noon,18,52,0.653,1.259
Porites astreoides,Birthday to Acer24,17,32C,Before,Noon,23,72,0.68,1.042
Porites astreoides,Birthday to Acer24,17,32C,Before,Noon,28,88,0.681,0.952
Porites astreoides,Birthday to Acer24,17,32C,Before,Noon,33,99,0.666,0.891
Porites astreoides,Birthday to Acer24,19,32C,Before,Noon,27,72,0.625,0.957
Porites astreoides,Birthday to Acer24,19,32C,Before,Noon,32,52,0.384,0.74
Porites astreoides,Birthday to Acer24,19,32C,Before,Noon,24,88,0.727,1.015
Porites astreoides,Birthday to Acer24,20,32C,Before,Noon,25,72,0.652,1
Porites astreoides,Birthday to Acer24,20,32C,Before,Noon,41,169,0.757,0.888
Porites astreoides,Birthday to Acer24,20,32C,Before,Noon,32,100,0.68,0.906
Porites astreoides,Birthday to Acer24,13,32C+LPS,Before,Noon,53,132,0.598,0.738
Porites astreoides,Birthday to Acer24,13,32C+LPS,Before,Noon,34,70,0.514,0.8
Porites astreoides,Birthday to Acer24,13,32C+LPS,Before,Noon,29,70,0.585,0.911
Porites astreoides,Birthday to Acer24,14,32C+LPS,Before,Noon,27,56,0.517,0.935
Porites astreoides,Birthday to Acer24,14,32C+LPS,Before,Noon,19,71,0.732,1.13
Porites astreoides,Birthday to Acer24,14,32C+LPS,Before,Noon,29,67,0.567,0.904
Porites astreoides,Birthday to Acer24,15,32C+LPS,Before,Noon,24,106,0.773,1.012
Porites astreoides,Birthday to Acer24,15,32C+LPS,Before,Noon,33,159,0.792,0.94
Porites astreoides,Birthday to Acer24,15,32C+LPS,Before,Noon,26,104,0.75,0.987
Porites astreoides,Birthday to Acer24,16,32C+LPS,Before,Noon,36,69,0.478,0.75
Porites astreoides,Birthday to Acer24,16,32C+LPS,Before,Noon,19,35,0.457,1.6
Porites astreoides,Birthday to Acer24,16,32C+LPS,Before,Noon,36,65,0.446,0.725
Porites astreoides,Birthday to Acer24,17,32C+LPS,Before,Noon,58,144,0.597,0.722
Porites astreoides,Birthday to Acer24,17,32C+LPS,Before,Noon,50,170,0.705,0.827
Porites astreoides,Birthday to Acer24,17,32C+LPS,Before,Noon,36,100,0.64,0.853
Porites astreoides,Birthday to Acer24,19,32C+LPS,Before,Noon,16,64,0.75,1.23
Porites astreoides,Birthday to Acer24,19,32C+LPS,Before,Noon,45,153,0.705,0.843
Porites astreoides,Birthday to Acer24,19,32C+LPS,Before,Noon,45,99,0.545,0.729
Porites astreoides,Birthday to Acer24,20,32C+LPS,Before,Noon,12,35,0.657,2.3
Porites astreoides,Birthday to Acer24,20,32C+LPS,Before,Noon,29,142,0.795,0.965
Porites astreoides,Birthday to Acer24,20,32C+LPS,Before,Noon,18,41,0.56,1.437
Porites astreoides,Birthday to Acer24,13,28C,Before,Dusk,37,107,0.654,0.853
Porites astreoides,Birthday to Acer24,13,28C,Before,Dusk,22,75,0.706,1.06
Porites astreoides,Birthday to Acer24,13,28C,Before,Dusk,29,112,0.741,0.954
Porites astreoides,Birthday to Acer24,14,28C,Before,Dusk,7,11,0.363,0
Porites astreoides,Birthday to Acer24,14,28C,Before,Dusk,34,133,0.744,0.916
Porites astreoides,Birthday to Acer24,14,28C,Before,Dusk,35,134,0.738,0.908
Porites astreoides,Birthday to Acer24,15,28C,Before,Dusk,30,131,0.77,0.952
Porites astreoides,Birthday to Acer24,15,28C,Before,Dusk,23,87,0.735,1.032
Porites astreoides,Birthday to Acer24,15,28C,Before,Dusk,45,168,0.732,0.86
Porites astreoides,Birthday to Acer24,16,28C,Before,Dusk,43,204,0.789,0.899
Porites astreoides,Birthday to Acer24,16,28C,Before,Dusk,28,111,0.747,0.965
Porites astreoides,Birthday to Acer24,16,28C,Before,Dusk,32,101,0.683,0.907
Porites astreoides,Birthday to Acer24,17,28C,Before,Dusk,33,130,0.746,0.923
Porites astreoides,Birthday to Acer24,17,28C,Before,Dusk,28,100,0.72,0.96
Porites astreoides,Birthday to Acer24,17,28C,Before,Dusk,51,194,0.737,0.846
Porites astreoides,Birthday to Acer24,19,28C,Before,Dusk,54,223,0.757,0.853
Porites astreoides,Birthday to Acer24,19,28C,Before,Dusk,58,186,0.688,0.795
Porites astreoides,Birthday to Acer24,19,28C,Before,Dusk,40,158,0.746,0.887
Porites astreoides,Birthday to Acer24,20,28C,Before,Dusk,36,152,0.763,0.913
Porites astreoides,Birthday to Acer24,20,28C,Before,Dusk,28,89,0.685,0.953
Porites astreoides,Birthday to Acer24,20,28C,Before,Dusk,32,114,0.719,0.921
Porites astreoides,Birthday to Acer24,13,32C,Before,Dusk,30,100,0.7,0.933
Porites astreoides,Birthday to Acer24,13,32C,Before,Dusk,37,191,0.806,0.927
Porites astreoides,Birthday to Acer24,13,32C,Before,Dusk,36,151,0.761,0.912
Porites astreoides,Birthday to Acer24,14,32C,Before,Dusk,30,116,0.741,0.945
Porites astreoides,Birthday to Acer24,14,32C,Before,Dusk,40,155,0.741,0.884
Porites astreoides,Birthday to Acer24,14,32C,Before,Dusk,50,177,0.717,0.835
Porites astreoides,Birthday to Acer24,15,32C,Before,Dusk,30,120,0.75,0.947
Porites astreoides,Birthday to Acer24,15,32C,Before,Dusk,17,88,0.806,1.126
Porites astreoides,Birthday to Acer24,15,32C,Before,Dusk,38,116,0.672,0.857
Porites astreoides,Birthday to Acer24,16,32C,Before,Dusk,28,75,0.626,0.94
Porites astreoides,Birthday to Acer24,16,32C,Before,Dusk,14,53,0.735,1.392
Porites astreoides,Birthday to Acer24,16,32C,Before,Dusk,28,126,0.777,0.97
Porites astreoides,Birthday to Acer24,17,32C,Before,Dusk,16,72,0.777,1.191
Porites astreoides,Birthday to Acer24,17,32C,Before,Dusk,32,132,0.757,0.934
Porites astreoides,Birthday to Acer24,17,32C,Before,Dusk,39,174,0.775,0.906
Porites astreoides,Birthday to Acer24,19,32C,Before,Dusk,22,128,0.828,1.029
Porites astreoides,Birthday to Acer24,19,32C,Before,Dusk,27,81,0.666,0.964
Porites astreoides,Birthday to Acer24,19,32C,Before,Dusk,19,76,0.75,1.117
Porites astreoides,Birthday to Acer24,20,32C,Before,Dusk,27,118,0.771,0.978
Porites astreoides,Birthday to Acer24,20,32C,Before,Dusk,28,102,0.725,0.961
Porites astreoides,Birthday to Acer24,20,32C,Before,Dusk,25,84,0.702,1
Porites astreoides,Birthday to Acer24,13,32C+LPS,Before,Dusk,42,130,0.676,0.838
Porites astreoides,Birthday to Acer24,13,32C+LPS,Before,Dusk,23,65,0.646,1.05
Porites astreoides,Birthday to Acer24,13,32C+LPS,Before,Dusk,30,138,0.782,0.955
Porites astreoides,Birthday to Acer24,14,32C+LPS,Before,Dusk,11,86,0.872,1.229
Porites astreoides,Birthday to Acer24,14,32C+LPS,Before,Dusk,24,119,0.798,1.01
Porites astreoides,Birthday to Acer24,14,32C+LPS,Before,Dusk,29,92,0.684,0.94
Porites astreoides,Birthday to Acer24,15,32C+LPS,Before,Dusk,40,105,0.619,0.812
Porites astreoides,Birthday to Acer24,15,32C+LPS,Before,Dusk,44,162,0.728,0.861
Porites astreoides,Birthday to Acer24,15,32C+LPS,Before,Dusk,35,169,0.792,0.93
Porites astreoides,Birthday to Acer24,16,32C+LPS,Before,Dusk,29,94,0.691,0.942
Porites astreoides,Birthday to Acer24,16,32C+LPS,Before,Dusk,24,100,0.76,1.013
Porites astreoides,Birthday to Acer24,16,32C+LPS,Before,Dusk,18,44,0.59,1.368
Porites astreoides,Birthday to Acer24,17,32C+LPS,Before,Dusk,28,99,0.717,0.959
Porites astreoides,Birthday to Acer24,17,32C+LPS,Before,Dusk,20,90,0.777,1.076
Porites astreoides,Birthday to Acer24,17,32C+LPS,Before,Dusk,34,123,0.723,0.908
Porites astreoides,Birthday to Acer24,19,32C+LPS,Before,Dusk,41,151,0.728,0.873
Porites astreoides,Birthday to Acer24,19,32C+LPS,Before,Dusk,32,125,0.744,0.93
Porites astreoides,Birthday to Acer24,19,32C+LPS,Before,Dusk,39,152,0.743,0.889
Porites astreoides,Birthday to Acer24,20,32C+LPS,Before,Dusk,21,83,0.746,1.068
Porites astreoides,Birthday to Acer24,20,32C+LPS,Before,Dusk,30,160,0.812,0.962
Porites astreoides,Birthday to Acer24,20,32C+LPS,Before,Dusk,27,87,0.689,0.967
Porites astreoides,Birthday to Acer24,13,28C,Experiment,Noon,60,136,0.558,0.684
Porites astreoides,Birthday to Acer24,13,28C,Experiment,Noon,27,73,0.63,0.958
Porites astreoides,Birthday to Acer24,13,28C,Experiment,Noon,46,117,0.606,0.771
Porites astreoides,Birthday to Acer24,14,28C,Experiment,Noon,38,74,0.486,0.734
Porites astreoides,Birthday to Acer24,14,28C,Experiment,Noon,14,35,0.6,2.1
Porites astreoides,Birthday to Acer24,14,28C,Experiment,Noon,37,117,0.683,0.869
Porites astreoides,Birthday to Acer24,15,28C,Experiment,Noon,24,55,0.563,1.033
Porites astreoides,Birthday to Acer24,15,28C,Experiment,Noon,31,137,0.773,0.946
Porites astreoides,Birthday to Acer24,15,28C,Experiment,Noon,32,96,0.666,0.901
Porites astreoides,Birthday to Acer24,16,28C,Experiment,Noon,50,100,0.5,0.666
Porites astreoides,Birthday to Acer24,16,28C,Experiment,Noon,24,41,0.414,1.062
Porites astreoides,Birthday to Acer24,16,28C,Experiment,Noon,35,61,0.426,0.722
Porites astreoides,Birthday to Acer24,17,28C,Experiment,Noon,42,73,0.424,0.645
Porites astreoides,Birthday to Acer24,17,28C,Experiment,Noon,19,51,0.627,1.23
Porites astreoides,Birthday to Acer24,17,28C,Experiment,Noon,34,88,0.613,0.857
Porites astreoides,Birthday to Acer24,19,28C,Experiment,Noon,32,52,0.384,0.74
Porites astreoides,Birthday to Acer24,19,28C,Experiment,Noon,28,70,0.6,0.933
Porites astreoides,Birthday to Acer24,19,28C,Experiment,Noon,39,90,0.566,0.784
Porites astreoides,Birthday to Acer24,20,28C,Experiment,Noon,63,116,0.456,0.582
Porites astreoides,Birthday to Acer24,20,28C,Experiment,Noon,31,47,0.34,0.727
Porites astreoides,Birthday to Acer24,20,28C,Experiment,Noon,42,94,0.553,0.753
Porites astreoides,Birthday to Acer24,13,32C,Experiment,Noon,24,51,0.529,1.038
Porites astreoides,Birthday to Acer24,13,32C,Experiment,Noon,79,190,0.584,0.672
Porites astreoides,Birthday to Acer24,13,32C,Experiment,Noon,30,54,0.444,0.827
Porites astreoides,Birthday to Acer24,14,32C,Experiment,Noon,25,40,0.375,1
Porites astreoides,Birthday to Acer24,14,32C,Experiment,Noon,24,39,0.384,1.071
Porites astreoides,Birthday to Acer24,14,32C,Experiment,Noon,35,72,0.513,0.787
Porites astreoides,Birthday to Acer24,15,32C,Experiment,Noon,39,70,0.442,0.688
Porites astreoides,Birthday to Acer24,15,32C,Experiment,Noon,34,78,0.564,0.83
Porites astreoides,Birthday to Acer24,15,32C,Experiment,Noon,30,55,0.454,0.833
Porites astreoides,Birthday to Acer24,16,32C,Experiment,Noon,57,121,0.528,0.666
Porites astreoides,Birthday to Acer24,16,32C,Experiment,Noon,32,56,0.428,0.774
Porites astreoides,Birthday to Acer24,16,32C,Experiment,Noon,29,62,0.532,0.891
Porites astreoides,Birthday to Acer24,17,32C,Experiment,Noon,74,170,0.564,0.662
Porites astreoides,Birthday to Acer24,17,32C,Experiment,Noon,64,118,0.457,0.58
Porites astreoides,Birthday to Acer24,17,32C,Experiment,Noon,61,106,0.424,0.555
Porites astreoides,Birthday to Acer24,19,32C,Experiment,Noon,42,102,0.588,0.779
Porites astreoides,Birthday to Acer24,19,32C,Experiment,Noon,24,52,0.538,1.037
Porites astreoides,Birthday to Acer24,19,32C,Experiment,Noon,18,36,0.5,1.636
Porites astreoides,Birthday to Acer24,20,32C,Experiment,Noon,56,113,0.504,0.647
Porites astreoides,Birthday to Acer24,20,32C,Experiment,Noon,33,65,0.492,0.8
Porites astreoides,Birthday to Acer24,20,32C,Experiment,Noon,44,74,0.405,0.612
Porites astreoides,Birthday to Acer24,13,32C+LPS,Experiment,Noon,80,180,0.555,0.645
Porites astreoides,Birthday to Acer24,13,32C+LPS,Experiment,Noon,87,242,0.64,0.714
Porites astreoides,Birthday to Acer24,13,32C+LPS,Experiment,Noon,59,120,0.508,0.642
Porites astreoides,Birthday to Acer24,14,32C+LPS,Experiment,Noon,71,146,0.513,0.619
Porites astreoides,Birthday to Acer24,14,32C+LPS,Experiment,Noon,53,110,0.518,0.67
Porites astreoides,Birthday to Acer24,14,32C+LPS,Experiment,Noon,41,102,0.598,0.792
Porites astreoides,Birthday to Acer24,15,32C+LPS,Experiment,Noon,31,95,0.673,0.914
Porites astreoides,Birthday to Acer24,15,32C+LPS,Experiment,Noon,19,69,0.724,1.136
Porites astreoides,Birthday to Acer24,15,32C+LPS,Experiment,Noon,28,131,0.786,0.971
Porites astreoides,Birthday to Acer24,16,32C+LPS,Experiment,Noon,41,86,0.523,0.737
Porites astreoides,Birthday to Acer24,16,32C+LPS,Experiment,Noon,42,87,0.517,0.725
Porites astreoides,Birthday to Acer24,16,32C+LPS,Experiment,Noon,31,57,0.456,0.812
Porites astreoides,Birthday to Acer24,17,32C+LPS,Experiment,Noon,72,256,0.718,0.796
Porites astreoides,Birthday to Acer24,17,32C+LPS,Experiment,Noon,50,147,0.659,0.795
Porites astreoides,Birthday to Acer24,17,32C+LPS,Experiment,Noon,35,170,0.794,0.931
Porites astreoides,Birthday to Acer24,19,32C+LPS,Experiment,Noon,27,58,0.534,0.939
Porites astreoides,Birthday to Acer24,19,32C+LPS,Experiment,Noon,40,87,0.54,0.758
Porites astreoides,Birthday to Acer24,19,32C+LPS,Experiment,Noon,53,132,0.598,0.738
Porites astreoides,Birthday to Acer24,20,32C+LPS,Experiment,Noon,65,105,0.38,0.5
Porites astreoides,Birthday to Acer24,20,32C+LPS,Experiment,Noon,71,168,0.577,0.678
Porites astreoides,Birthday to Acer24,20,32C+LPS,Experiment,Noon,74,182,0.593,0.687
Porites astreoides,Birthday to Acer24,13,28C,Experiment,Dusk,90,292,0.691,0.756
Porites astreoides,Birthday to Acer24,13,28C,Experiment,Dusk,50,215,0.767,0.868
Porites astreoides,Birthday to Acer24,13,28C,Experiment,Dusk,73,202,0.638,0.728
Porites astreoides,Birthday to Acer24,14,28C,Experiment,Dusk,41,133,0.691,0.851
Porites astreoides,Birthday to Acer24,14,28C,Experiment,Dusk,29,131,0.778,0.962
Porites astreoides,Birthday to Acer24,14,28C,Experiment,Dusk,35,180,0.805,0.935
Porites astreoides,Birthday to Acer24,15,28C,Experiment,Dusk,87,264,0.67,0.74
Porites astreoides,Birthday to Acer24,15,28C,Experiment,Dusk,49,247,0.801,0.891
Porites astreoides,Birthday to Acer24,15,28C,Experiment,Dusk,40,244,0.836,0.931
Porites astreoides,Birthday to Acer24,16,28C,Experiment,Dusk,36,76,0.526,0.784
Porites astreoides,Birthday to Acer24,16,28C,Experiment,Dusk,32,70,0.542,0.844
Porites astreoides,Birthday to Acer24,16,28C,Experiment,Dusk,54,156,0.653,0.778
Porites astreoides,Birthday to Acer24,17,28C,Experiment,Dusk,47,130,0.638,0.79
Porites astreoides,Birthday to Acer24,17,28C,Experiment,Dusk,60,225,0.733,0.825
Porites astreoides,Birthday to Acer24,17,28C,Experiment,Dusk,80,326,0.754,0.817
Porites astreoides,Birthday to Acer24,19,28C,Experiment,Dusk,61,311,0.803,0.874
Porites astreoides,Birthday to Acer24,19,28C,Experiment,Dusk,39,229,0.829,0.931
Porites astreoides,Birthday to Acer24,19,28C,Experiment,Dusk,38,190,0.8,0.921
Porites astreoides,Birthday to Acer24,20,28C,Experiment,Dusk,78,230,0.66,0.741
Porites astreoides,Birthday to Acer24,20,28C,Experiment,Dusk,47,261,0.819,0.906
Porites astreoides,Birthday to Acer24,20,28C,Experiment,Dusk,38,160,0.762,0.903
Porites astreoides,Birthday to Acer24,13,32C,Experiment,Dusk,53,89,0.404,0.562
Porites astreoides,Birthday to Acer24,13,32C,Experiment,Dusk,68,193,0.647,0.744
Porites astreoides,Birthday to Acer24,13,32C,Experiment,Dusk,40,104,0.615,0.81
Porites astreoides,Birthday to Acer24,14,32C,Experiment,Dusk,50,180,0.722,0.838
Porites astreoides,Birthday to Acer24,14,32C,Experiment,Dusk,22,49,0.551,1.125
Porites astreoides,Birthday to Acer24,14,32C,Experiment,Dusk,99,289,0.657,0.719
Porites astreoides,Birthday to Acer24,15,32C,Experiment,Dusk,37,93,0.602,0.823
Porites astreoides,Birthday to Acer24,15,32C,Experiment,Dusk,58,192,0.697,0.802
Porites astreoides,Birthday to Acer24,15,32C,Experiment,Dusk,36,79,0.544,0.796
Porites astreoides,Birthday to Acer24,16,32C,Experiment,Dusk,50,132,0.621,0.766
Porites astreoides,Birthday to Acer24,16,32C,Experiment,Dusk,38,106,0.641,0.839
Porites astreoides,Birthday to Acer24,16,32C,Experiment,Dusk,39,88,0.556,0.777
Porites astreoides,Birthday to Acer24,17,32C,Experiment,Dusk,84,239,0.648,0.724
Porites astreoides,Birthday to Acer24,17,32C,Experiment,Dusk,40,133,0.699,0.861
Porites astreoides,Birthday to Acer24,17,32C,Experiment,Dusk,69,194,0.644,0.739
Porites astreoides,Birthday to Acer24,19,32C,Experiment,Dusk,74,205,0.639,0.727
Porites astreoides,Birthday to Acer24,19,32C,Experiment,Dusk,27,73,0.63,0.958
Porites astreoides,Birthday to Acer24,19,32C,Experiment,Dusk,117,256,0.542,0.601
Porites astreoides,Birthday to Acer24,20,32C,Experiment,Dusk,40,101,0.603,0.802
Porites astreoides,Birthday to Acer24,20,32C,Experiment,Dusk,72,260,0.723,0.8
Porites astreoides,Birthday to Acer24,20,32C,Experiment,Dusk,104,361,0.711,0.764
Porites astreoides,Birthday to Acer24,13,32C+LPS,Experiment,Dusk,106,345,0.692,0.746
Porites astreoides,Birthday to Acer24,13,32C+LPS,Experiment,Dusk,53,74,0.283,0.428
Porites astreoides,Birthday to Acer24,13,32C+LPS,Experiment,Dusk,74,219,0.662,0.747
Porites astreoides,Birthday to Acer24,14,32C+LPS,Experiment,Dusk,75,192,0.609,0.7
Porites astreoides,Birthday to Acer24,14,32C+LPS,Experiment,Dusk,32,76,0.578,0.862
Porites astreoides,Birthday to Acer24,14,32C+LPS,Experiment,Dusk,85,226,0.623,0.701
Porites astreoides,Birthday to Acer24,15,32C+LPS,Experiment,Dusk,12,34,0.647,2.444
Porites astreoides,Birthday to Acer24,15,32C+LPS,Experiment,Dusk,24,131,0.816,1.009
Porites astreoides,Birthday to Acer24,15,32C+LPS,Experiment,Dusk,36,207,0.826,0.939
Porites astreoides,Birthday to Acer24,16,32C+LPS,Experiment,Dusk,59,178,0.668,0.777
Porites astreoides,Birthday to Acer24,16,32C+LPS,Experiment,Dusk,40,116,0.655,0.835
Porites astreoides,Birthday to Acer24,16,32C+LPS,Experiment,Dusk,71,168,0.577,0.678
Porites astreoides,Birthday to Acer24,17,32C+LPS,Experiment,Dusk,102,294,0.653,0.713
Porites astreoides,Birthday to Acer24,17,32C+LPS,Experiment,Dusk,63,246,0.743,0.828
Porites astreoides,Birthday to Acer24,17,32C+LPS,Experiment,Dusk,51,179,0.715,0.831
Porites astreoides,Birthday to Acer24,19,32C+LPS,Experiment,Dusk,42,113,0.628,0.806
Porites astreoides,Birthday to Acer24,19,32C+LPS,Experiment,Dusk,58,167,0.652,0.767
Porites astreoides,Birthday to Acer24,19,32C+LPS,Experiment,Dusk,46,120,0.616,0.778
Porites astreoides,Birthday to Acer24,20,32C+LPS,Experiment,Dusk,42,101,0.584,0.776
Porites astreoides,Birthday to Acer24,20,32C+LPS,Experiment,Dusk,67,220,0.695,0.784
Porites astreoides,Birthday to Acer24,20,32C+LPS,Experiment,Dusk,71,258,0.724,0.802
Porites astreoides,Birthday to Birthday,11,28C,Before,Noon,62,275,0.774,0.852
Porites astreoides,Birthday to Birthday,11,28C,Before,Noon,71,269,0.736,0.811
Porites astreoides,Birthday to Birthday,11,28C,Before,Noon,43,224,0.808,0.909
Porites astreoides,Birthday to Birthday,12,28C,Before,Noon,41,148,0.722,0.869
Porites astreoides,Birthday to Birthday,12,28C,Before,Noon,29,97,0.701,0.944
Porites astreoides,Birthday to Birthday,12,28C,Before,Noon,19,85,0.776,1.1
Porites astreoides,Birthday to Birthday,13,28C,Before,Noon,61,171,0.643,0.753
Porites astreoides,Birthday to Birthday,13,28C,Before,Noon,28,145,0.806,0.975
Porites astreoides,Birthday to Birthday,13,28C,Before,Noon,50,158,0.683,0.812
Porites astreoides,Birthday to Birthday,14,28C,Before,Noon,24,85,0.717,1.016
Porites astreoides,Birthday to Birthday,14,28C,Before,Noon,30,120,0.75,0.947
Porites astreoides,Birthday to Birthday,14,28C,Before,Noon,32,112,0.714,0.919
Porites astreoides,Birthday to Birthday,15,28C,Before,Noon,28,112,0.75,0.965
Porites astreoides,Birthday to Birthday,15,28C,Before,Noon,31,170,0.817,0.958
Porites astreoides,Birthday to Birthday,15,28C,Before,Noon,58,127,0.543,0.676
Porites astreoides,Birthday to Birthday,17,28C,Before,Noon,25,91,0.725,1
Porites astreoides,Birthday to Birthday,17,28C,Before,Noon,21,85,0.752,1.066
Porites astreoides,Birthday to Birthday,17,28C,Before,Noon,22,68,0.676,1.069
Porites astreoides,Birthday to Birthday,18,28C,Before,Noon,41,157,0.738,0.878
Porites astreoides,Birthday to Birthday,18,28C,Before,Noon,50,197,0.746,0.854
Porites astreoides,Birthday to Birthday,18,28C,Before,Noon,36,150,0.76,0.912
Porites astreoides,Birthday to Birthday,11,32C,Before,Noon,84,252,0.666,0.74
Porites astreoides,Birthday to Birthday,11,32C,Before,Noon,41,170,0.758,0.889
Porites astreoides,Birthday to Birthday,11,32C,Before,Noon,39,122,0.68,0.855
Porites astreoides,Birthday to Birthday,12,32C,Before,Noon,44,155,0.716,0.853
Porites astreoides,Birthday to Birthday,12,32C,Before,Noon,70,185,0.621,0.718
Porites astreoides,Birthday to Birthday,12,32C,Before,Noon,27,94,0.712,0.971
Porites astreoides,Birthday to Birthday,13,32C,Before,Noon,44,196,0.775,0.888
Porites astreoides,Birthday to Birthday,13,32C,Before,Noon,33,119,0.722,0.914
Porites astreoides,Birthday to Birthday,14,32C,Before,Noon,28,126,0.777,0.97
Porites astreoides,Birthday to Birthday,14,32C,Before,Noon,44,143,0.692,0.838
Porites astreoides,Birthday to Birthday,14,32C,Before,Noon,59,174,0.66,0.771
Porites astreoides,Birthday to Birthday,15,32C,Before,Noon,34,188,0.819,0.944
Porites astreoides,Birthday to Birthday,15,32C,Before,Noon,73,127,0.425,0.529
Porites astreoides,Birthday to Birthday,15,32C,Before,Noon,48,220,0.781,0.882
Porites astreoides,Birthday to Birthday,17,32C,Before,Noon,30,126,0.761,0.95
Porites astreoides,Birthday to Birthday,17,32C,Before,Noon,32,123,0.739,0.928
Porites astreoides,Birthday to Birthday,17,32C,Before,Noon,29,110,0.736,0.952
Porites astreoides,Birthday to Birthday,18,32C,Before,Noon,31,116,0.732,0.934
Porites astreoides,Birthday to Birthday,18,32C,Before,Noon,35,97,0.639,0.861
Porites astreoides,Birthday to Birthday,18,32C,Before,Noon,43,99,0.565,0.756
Porites astreoides,Birthday to Birthday,11,32C+LPS,Before,Noon,25,138,0.818,1
Porites astreoides,Birthday to Birthday,11,32C+LPS,Before,Noon,45,223,0.798,0.898
Porites astreoides,Birthday to Birthday,11,32C+LPS,Before,Noon,74,219,0.662,0.747
Porites astreoides,Birthday to Birthday,12,32C+LPS,Before,Noon,42,197,0.786,0.901
Porites astreoides,Birthday to Birthday,12,32C+LPS,Before,Noon,49,214,0.771,0.873
Porites astreoides,Birthday to Birthday,12,32C+LPS,Before,Noon,47,194,0.757,0.869
Porites astreoides,Birthday to Birthday,13,32C+LPS,Before,Noon,50,210,0.761,0.864
Porites astreoides,Birthday to Birthday,13,32C+LPS,Before,Noon,76,220,0.654,0.738
Porites astreoides,Birthday to Birthday,13,32C+LPS,Before,Noon,54,203,0.733,0.837
Porites astreoides,Birthday to Birthday,14,32C+LPS,Before,Noon,28,131,0.786,0.971
Porites astreoides,Birthday to Birthday,14,32C+LPS,Before,Noon,51,185,0.724,0.837
Porites astreoides,Birthday to Birthday,14,32C+LPS,Before,Noon,42,186,0.774,0.894
Porites astreoides,Birthday to Birthday,15,32C+LPS,Before,Noon,3,128,0.976,1.213
Porites astreoides,Birthday to Birthday,15,32C+LPS,Before,Noon,41,187,0.78,0.901
Porites astreoides,Birthday to Birthday,15,32C+LPS,Before,Noon,18,72,0.75,1.148
Porites astreoides,Birthday to Birthday,17,32C+LPS,Before,Noon,26,133,0.804,0.99
Porites astreoides,Birthday to Birthday,17,32C+LPS,Before,Noon,52,165,0.684,0.807
Porites astreoides,Birthday to Birthday,17,32C+LPS,Before,Noon,46,222,0.792,0.893
Porites astreoides,Birthday to Birthday,18,32C+LPS,Before,Noon,28,135,0.792,0.972
Porites astreoides,Birthday to Birthday,18,32C+LPS,Before,Noon,29,151,0.807,0.968
Porites astreoides,Birthday to Birthday,18,32C+LPS,Before,Noon,52,189,0.724,0.835
Porites astreoides,Birthday to Birthday,11,28C,Before,Dusk,50,209,0.76,0.864
Porites astreoides,Birthday to Birthday,11,28C,Before,Dusk,44,199,0.778,0.89
Porites astreoides,Birthday to Birthday,11,28C,Before,Dusk,37,126,0.706,0.881
Porites astreoides,Birthday to Birthday,12,28C,Before,Dusk,35,168,0.791,0.93
Porites astreoides,Birthday to Birthday,12,28C,Before,Dusk,51,219,0.767,0.865
Porites astreoides,Birthday to Birthday,12,28C,Before,Dusk,43,171,0.748,0.876
Porites astreoides,Birthday to Birthday,13,28C,Before,Dusk,65,230,0.717,0.804
Porites astreoides,Birthday to Birthday,13,28C,Before,Dusk,50,213,0.765,0.867
Porites astreoides,Birthday to Birthday,13,28C,Before,Dusk,48,175,0.725,0.846
Porites astreoides,Birthday to Birthday,14,28C,Before,Dusk,43,145,0.703,0.85
Porites astreoides,Birthday to Birthday,14,28C,Before,Dusk,39,167,0.766,0.901
Porites astreoides,Birthday to Birthday,14,28C,Before,Dusk,56,224,0.75,0.844
Porites astreoides,Birthday to Birthday,15,28C,Before,Dusk,55,209,0.736,0.836
Porites astreoides,Birthday to Birthday,15,28C,Before,Dusk,50,170,0.705,0.827
Porites astreoides,Birthday to Birthday,15,28C,Before,Dusk,32,114,0.719,0.921
Porites astreoides,Birthday to Birthday,17,28C,Before,Dusk,58,232,0.75,0.84
Porites astreoides,Birthday to Birthday,17,28C,Before,Dusk,43,187,0.77,0.888
