Species,Translocation,Fragment,Treatment,Day,Time,    F,  Fm', Yield,    qP
Montastraea cavernosa,Acer24 to Acer24,1,28C,Experiment,Noon,70,226,0.69,0.776
Montastraea cavernosa,Acer24 to Acer24,1,28C,Experiment,Noon,96,293,0.672,0.735
Montastraea cavernosa,Acer24 to Acer24,1,28C,Experiment,Noon,74,302,0.754,0.823
Montastraea cavernosa,Acer24 to Acer24,2,28C,Experiment,Noon,46,138,0.666,0.814
Montastraea cavernosa,Acer24 to Acer24,2,28C,Experiment,Noon,92,288,0.68,0.745
Montastraea cavernosa,Acer24 to Acer24,2,28C,Experiment,Noon,48,137,0.649,0.794
Montastraea cavernosa,Acer24 to Acer24,3,28C,Experiment,Noon,104,351,0.703,0.757
Montastraea cavernosa,Acer24 to Acer24,3,28C,Experiment,Noon,63,198,0.681,0.78
Montastraea cavernosa,Acer24 to Acer24,3,28C,Experiment,Noon,121,412,0.706,0.751
Montastraea cavernosa,Acer24 to Acer24,4,28C,Experiment,Noon,84,299,0.719,0.784
Montastraea cavernosa,Acer24 to Acer24,4,28C,Experiment,Noon,104,356,0.707,0.761
Montastraea cavernosa,Acer24 to Acer24,4,28C,Experiment,Noon,92,310,0.703,0.764
Montastraea cavernosa,Acer24 to Acer24,5,28C,Experiment,Noon,108,336,0.678,0.733
Montastraea cavernosa,Acer24 to Acer24,5,28C,Experiment,Noon,93,289,0.678,0.742
Montastraea cavernosa,Acer24 to Acer24,5,28C,Experiment,Noon,59,175,0.662,0.773
Montastraea cavernosa,Acer24 to Acer24,6,28C,Experiment,Noon,25,70,0.642,1
Montastraea cavernosa,Acer24 to Acer24,6,28C,Experiment,Noon,113,411,0.725,0.772
Montastraea cavernosa,Acer24 to Acer24,6,28C,Experiment,Noon,94,292,0.678,0.741
Montastraea cavernosa,Acer24 to Acer24,7,28C,Experiment,Noon,88,267,0.67,0.739
Montastraea cavernosa,Acer24 to Acer24,7,28C,Experiment,Noon,88,293,0.699,0.764
Montastraea cavernosa,Acer24 to Acer24,7,28C,Experiment,Noon,96,296,0.675,0.738
Montastraea cavernosa,Acer24 to Acer24,9,28C,Experiment,Noon,52,165,0.684,0.807
Montastraea cavernosa,Acer24 to Acer24,9,28C,Experiment,Noon,107,394,0.728,0.777
Montastraea cavernosa,Acer24 to Acer24,9,28C,Experiment,Noon,66,258,0.744,0.824
Montastraea cavernosa,Acer24 to Acer24,10,28C,Experiment,Noon,51,149,0.657,0.79
Montastraea cavernosa,Acer24 to Acer24,10,28C,Experiment,Noon,84,250,0.664,0.737
Montastraea cavernosa,Acer24 to Acer24,10,28C,Experiment,Noon,38,104,0.634,0.835
Montastraea cavernosa,Acer24 to Acer24,1,32C,Experiment,Noon,140,444,0.684,0.725
Montastraea cavernosa,Acer24 to Acer24,1,32C,Experiment,Noon,134,443,0.697,0.739
Montastraea cavernosa,Acer24 to Acer24,1,32C,Experiment,Noon,21,65,0.676,1.1
Montastraea cavernosa,Acer24 to Acer24,2,32C,Experiment,Noon,34,107,0.682,0.89
Montastraea cavernosa,Acer24 to Acer24,2,32C,Experiment,Noon,96,320,0.7,0.759
Montastraea cavernosa,Acer24 to Acer24,2,32C,Experiment,Noon,106,378,0.719,0.77
Montastraea cavernosa,Acer24 to Acer24,3,32C,Experiment,Noon,48,145,0.668,0.808
Montastraea cavernosa,Acer24 to Acer24,3,32C,Experiment,Noon,81,252,0.678,0.753
Montastraea cavernosa,Acer24 to Acer24,3,32C,Experiment,Noon,84,286,0.706,0.773
Montastraea cavernosa,Acer24 to Acer24,4,32C,Experiment,Noon,90,292,0.691,0.756
Montastraea cavernosa,Acer24 to Acer24,4,32C,Experiment,Noon,90,300,0.7,0.763
Montastraea cavernosa,Acer24 to Acer24,4,32C,Experiment,Noon,33,96,0.656,0.887
Montastraea cavernosa,Acer24 to Acer24,5,32C,Experiment,Noon,122,330,0.63,0.681
Montastraea cavernosa,Acer24 to Acer24,5,32C,Experiment,Noon,86,171,0.497,0.582
Montastraea cavernosa,Acer24 to Acer24,5,32C,Experiment,Noon,44,120,0.633,0.8
Montastraea cavernosa,Acer24 to Acer24,6,32C,Experiment,Noon,69,213,0.676,0.765
Montastraea cavernosa,Acer24 to Acer24,6,32C,Experiment,Noon,83,269,0.691,0.762
Montastraea cavernosa,Acer24 to Acer24,6,32C,Experiment,Noon,50,183,0.726,0.841
Montastraea cavernosa,Acer24 to Acer24,7,32C,Experiment,Noon,77,238,0.676,0.755
Montastraea cavernosa,Acer24 to Acer24,7,32C,Experiment,Noon,77,237,0.675,0.754
Montastraea cavernosa,Acer24 to Acer24,7,32C,Experiment,Noon,37,126,0.706,0.881
Montastraea cavernosa,Acer24 to Acer24,9,32C,Experiment,Noon,82,259,0.683,0.756
Montastraea cavernosa,Acer24 to Acer24,9,32C,Experiment,Noon,95,296,0.679,0.741
Montastraea cavernosa,Acer24 to Acer24,9,32C,Experiment,Noon,70,237,0.704,0.787
Montastraea cavernosa,Acer24 to Acer24,10,32C,Experiment,Noon,62,179,0.653,0.759
Montastraea cavernosa,Acer24 to Acer24,10,32C,Experiment,Noon,77,254,0.696,0.772
Montastraea cavernosa,Acer24 to Acer24,10,32C,Experiment,Noon,109,361,0.698,0.75
Montastraea cavernosa,Acer24 to Acer24,1,32C+LPS,Experiment,Noon,98,327,0.7,0.758
Montastraea cavernosa,Acer24 to Acer24,1,32C+LPS,Experiment,Noon,97,267,0.636,0.702
Montastraea cavernosa,Acer24 to Acer24,1,32C+LPS,Experiment,Noon,93,351,0.735,0.791
Montastraea cavernosa,Acer24 to Acer24,2,32C+LPS,Experiment,Noon,64,185,0.654,0.756
Montastraea cavernosa,Acer24 to Acer24,2,32C+LPS,Experiment,Noon,69,220,0.686,0.774
Montastraea cavernosa,Acer24 to Acer24,2,32C+LPS,Experiment,Noon,62,171,0.637,0.746
Montastraea cavernosa,Acer24 to Acer24,3,32C+LPS,Experiment,Noon,68,197,0.654,0.75
Montastraea cavernosa,Acer24 to Acer24,3,32C+LPS,Experiment,Noon,118,394,0.7,0.747
Montastraea cavernosa,Acer24 to Acer24,3,32C+LPS,Experiment,Noon,73,231,0.683,0.766
Montastraea cavernosa,Acer24 to Acer24,4,32C+LPS,Experiment,Noon,66,193,0.658,0.755
Montastraea cavernosa,Acer24 to Acer24,4,32C+LPS,Experiment,Noon,49,140,0.65,0.791
Montastraea cavernosa,Acer24 to Acer24,4,32C+LPS,Experiment,Noon,49,157,0.687,0.818
Montastraea cavernosa,Acer24 to Acer24,5,32C+LPS,Experiment,Noon,96,299,0.678,0.74
Montastraea cavernosa,Acer24 to Acer24,5,32C+LPS,Experiment,Noon,87,265,0.671,0.741
Montastraea cavernosa,Acer24 to Acer24,5,32C+LPS,Experiment,Noon,83,225,0.631,0.71
Montastraea cavernosa,Acer24 to Acer24,6,32C+LPS,Experiment,Noon,63,200,0.685,0.782
Montastraea cavernosa,Acer24 to Acer24,6,32C+LPS,Experiment,Noon,69,244,0.717,0.799
Montastraea cavernosa,Acer24 to Acer24,6,32C+LPS,Experiment,Noon,68,175,0.611,0.713
Montastraea cavernosa,Acer24 to Acer24,7,32C+LPS,Experiment,Noon,68,210,0.676,0.767
Montastraea cavernosa,Acer24 to Acer24,7,32C+LPS,Experiment,Noon,90,287,0.686,0.751
Montastraea cavernosa,Acer24 to Acer24,7,32C+LPS,Experiment,Noon,47,64,0.265,0.435
Montastraea cavernosa,Acer24 to Acer24,9,32C+LPS,Experiment,Noon,8,26,0.692,18
Montastraea cavernosa,Acer24 to Acer24,9,32C+LPS,Experiment,Noon,96,322,0.701,0.76
Montastraea cavernosa,Acer24 to Acer24,9,32C+LPS,Experiment,Noon,105,355,0.704,0.757
Montastraea cavernosa,Acer24 to Acer24,10,32C+LPS,Experiment,Noon,20,48,0.583,1.217
Montastraea cavernosa,Acer24 to Acer24,10,32C+LPS,Experiment,Noon,97,317,0.694,0.753
Montastraea cavernosa,Acer24 to Acer24,10,32C+LPS,Experiment,Noon,72,230,0.686,0.77
Montastraea cavernosa,Acer24 to Acer24,1,28C,Experiment,Dusk,72,225,0.68,0.765
Montastraea cavernosa,Acer24 to Acer24,1,28C,Experiment,Dusk,175,526,0.667,0.7
Montastraea cavernosa,Acer24 to Acer24,1,28C,Experiment,Dusk,97,338,0.713,0.769
Montastraea cavernosa,Acer24 to Acer24,2,28C,Experiment,Dusk,49,127,0.614,0.764
Montastraea cavernosa,Acer24 to Acer24,2,28C,Experiment,Dusk,88,482,0.817,0.862
Montastraea cavernosa,Acer24 to Acer24,2,28C,Experiment,Dusk,54,191,0.717,0.825
Montastraea cavernosa,Acer24 to Acer24,3,28C,Experiment,Dusk,116,384,0.697,0.746
Montastraea cavernosa,Acer24 to Acer24,3,28C,Experiment,Dusk,78,263,0.703,0.777
Montastraea cavernosa,Acer24 to Acer24,3,28C,Experiment,Dusk,76,257,0.704,0.78
Montastraea cavernosa,Acer24 to Acer24,4,28C,Experiment,Dusk,113,425,0.734,0.78
Montastraea cavernosa,Acer24 to Acer24,4,28C,Experiment,Dusk,165,732,0.774,0.801
Montastraea cavernosa,Acer24 to Acer24,4,28C,Experiment,Dusk,90,564,0.84,0.879
Montastraea cavernosa,Acer24 to Acer24,5,28C,Experiment,Dusk,88,258,0.658,0.729
Montastraea cavernosa,Acer24 to Acer24,5,28C,Experiment,Dusk,55,98,0.438,0.589
Montastraea cavernosa,Acer24 to Acer24,5,28C,Experiment,Dusk,64,218,0.706,0.797
Montastraea cavernosa,Acer24 to Acer24,6,28C,Experiment,Dusk,38,123,0.691,0.867
Montastraea cavernosa,Acer24 to Acer24,6,28C,Experiment,Dusk,103,503,0.795,0.836
Montastraea cavernosa,Acer24 to Acer24,6,28C,Experiment,Dusk,79,295,0.732,0.8
Montastraea cavernosa,Acer24 to Acer24,9,28C,Experiment,Dusk,100,354,0.717,0.772
Montastraea cavernosa,Acer24 to Acer24,9,28C,Experiment,Dusk,54,257,0.789,0.875
Montastraea cavernosa,Acer24 to Acer24,9,28C,Experiment,Dusk,79,270,0.707,0.779
Montastraea cavernosa,Acer24 to Acer24,7,28C,Experiment,Dusk,102,344,0.703,0.758
Montastraea cavernosa,Acer24 to Acer24,7,28C,Experiment,Dusk,85,421,0.798,0.848
Montastraea cavernosa,Acer24 to Acer24,7,28C,Experiment,Dusk,83,274,0.697,0.767
Montastraea cavernosa,Acer24 to Acer24,10,28C,Experiment,Dusk,52,163,0.68,0.804
Montastraea cavernosa,Acer24 to Acer24,10,28C,Experiment,Dusk,79,288,0.725,0.794
Montastraea cavernosa,Acer24 to Acer24,10,28C,Experiment,Dusk,30,105,0.714,0.937
Montastraea cavernosa,Acer24 to Acer24,1,32C,Experiment,Dusk,81,229,0.646,0.725
Montastraea cavernosa,Acer24 to Acer24,1,32C,Experiment,Dusk,79,388,0.796,0.851
Montastraea cavernosa,Acer24 to Acer24,1,32C,Experiment,Dusk,83,377,0.779,0.835
Montastraea cavernosa,Acer24 to Acer24,2,32C,Experiment,Dusk,55,172,0.68,0.795
Montastraea cavernosa,Acer24 to Acer24,2,32C,Experiment,Dusk,90,355,0.746,0.803
Montastraea cavernosa,Acer24 to Acer24,2,32C,Experiment,Dusk,66,308,0.785,0.855
Montastraea cavernosa,Acer24 to Acer24,3,32C,Experiment,Dusk,61,186,0.672,0.776
Montastraea cavernosa,Acer24 to Acer24,3,32C,Experiment,Dusk,87,271,0.678,0.747
Montastraea cavernosa,Acer24 to Acer24,3,32C,Experiment,Dusk,138,475,0.709,0.748
Montastraea cavernosa,Acer24 to Acer24,4,32C,Experiment,Dusk,86,249,0.654,0.727
Montastraea cavernosa,Acer24 to Acer24,4,32C,Experiment,Dusk,52,201,0.741,0.846
Montastraea cavernosa,Acer24 to Acer24,4,32C,Experiment,Dusk,46,139,0.669,0.815
Montastraea cavernosa,Acer24 to Acer24,5,32C,Experiment,Dusk,108,328,0.67,0.726
Montastraea cavernosa,Acer24 to Acer24,5,32C,Experiment,Dusk,88,134,0.343,0.422
Montastraea cavernosa,Acer24 to Acer24,5,32C,Experiment,Dusk,74,222,0.666,0.751
Montastraea cavernosa,Acer24 to Acer24,6,32C,Experiment,Dusk,118,407,0.71,0.756
Montastraea cavernosa,Acer24 to Acer24,6,32C,Experiment,Dusk,77,265,0.709,0.783
Montastraea cavernosa,Acer24 to Acer24,6,32C,Experiment,Dusk,72,254,0.716,0.794
Montastraea cavernosa,Acer24 to Acer24,7,32C,Experiment,Dusk,106,330,0.678,0.734
Montastraea cavernosa,Acer24 to Acer24,7,32C,Experiment,Dusk,111,349,0.681,0.734
Montastraea cavernosa,Acer24 to Acer24,7,32C,Experiment,Dusk,13,33,0.606,2.5
Montastraea cavernosa,Acer24 to Acer24,9,32C,Experiment,Dusk,72,212,0.66,0.748
Montastraea cavernosa,Acer24 to Acer24,9,32C,Experiment,Dusk,36,159,0.773,0.917
Montastraea cavernosa,Acer24 to Acer24,9,32C,Experiment,Dusk,84,394,0.786,0.84
Montastraea cavernosa,Acer24 to Acer24,10,32C,Experiment,Dusk,56,176,0.681,0.794
Montastraea cavernosa,Acer24 to Acer24,10,32C,Experiment,Dusk,88,263,0.665,0.735
Montastraea cavernosa,Acer24 to Acer24,10,32C,Experiment,Dusk,38,108,0.648,0.843
Montastraea cavernosa,Acer24 to Acer24,1,32C+LPS,Experiment,Dusk,86,259,0.667,0.739
Montastraea cavernosa,Acer24 to Acer24,1,32C+LPS,Experiment,Dusk,85,315,0.73,0.793
Montastraea cavernosa,Acer24 to Acer24,1,32C+LPS,Experiment,Dusk,85,251,0.661,0.734
Montastraea cavernosa,Acer24 to Acer24,2,32C+LPS,Experiment,Dusk,107,361,0.703,0.755
Montastraea cavernosa,Acer24 to Acer24,2,32C+LPS,Experiment,Dusk,98,302,0.675,0.736
Montastraea cavernosa,Acer24 to Acer24,2,32C+LPS,Experiment,Dusk,84,266,0.684,0.755
Montastraea cavernosa,Acer24 to Acer24,3,32C+LPS,Experiment,Dusk,91,276,0.67,0.737
Montastraea cavernosa,Acer24 to Acer24,3,32C+LPS,Experiment,Dusk,37,116,0.681,0.868
Montastraea cavernosa,Acer24 to Acer24,3,32C+LPS,Experiment,Dusk,94,332,0.716,0.775
Montastraea cavernosa,Acer24 to Acer24,4,32C+LPS,Experiment,Dusk,85,263,0.676,0.747
Montastraea cavernosa,Acer24 to Acer24,4,32C+LPS,Experiment,Dusk,36,108,0.666,0.867
Montastraea cavernosa,Acer24 to Acer24,4,32C+LPS,Experiment,Dusk,85,286,0.702,0.77
Montastraea cavernosa,Acer24 to Acer24,5,32C+LPS,Experiment,Dusk,134,390,0.656,0.701
Montastraea cavernosa,Acer24 to Acer24,5,32C+LPS,Experiment,Dusk,83,223,0.627,0.707
Montastraea cavernosa,Acer24 to Acer24,5,32C+LPS,Experiment,Dusk,72,194,0.628,0.721
Montastraea cavernosa,Acer24 to Acer24,6,32C+LPS,Experiment,Dusk,102,349,0.707,0.762
Montastraea cavernosa,Acer24 to Acer24,6,32C+LPS,Experiment,Dusk,58,358,0.837,0.9
Montastraea cavernosa,Acer24 to Acer24,6,32C+LPS,Experiment,Dusk,95,299,0.682,0.744
Montastraea cavernosa,Acer24 to Acer24,7,32C+LPS,Experiment,Dusk,65,218,0.701,0.792
Montastraea cavernosa,Acer24 to Acer24,7,32C+LPS,Experiment,Dusk,46,247,0.813,0.905
Montastraea cavernosa,Acer24 to Acer24,7,32C+LPS,Experiment,Dusk,37,52,0.288,0.555
Montastraea cavernosa,Acer24 to Acer24,9,32C+LPS,Experiment,Dusk,68,195,0.651,0.747
Montastraea cavernosa,Acer24 to Acer24,9,32C+LPS,Experiment,Dusk,100,313,0.68,0.739
Montastraea cavernosa,Acer24 to Acer24,9,32C+LPS,Experiment,Dusk,117,354,0.669,0.72
Montastraea cavernosa,Acer24 to Acer24,10,32C+LPS,Experiment,Dusk,74,222,0.666,0.751
Montastraea cavernosa,Acer24 to Acer24,10,32C+LPS,Experiment,Dusk,85,231,0.632,0.708
Montastraea cavernosa,Acer24 to Acer24,10,32C+LPS,Experiment,Dusk,67,274,0.755,0.831
Montastraea cavernosa,Acer24 to Birthday,1,28C,Before,Noon,47,79,0.405,0.592
Montastraea cavernosa,Acer24 to Birthday,1,28C,Before,Noon,39,100,0.61,0.813
Montastraea cavernosa,Acer24 to Birthday,1,28C,Before,Noon,42,83,0.493,0.706
Montastraea cavernosa,Acer24 to Birthday,2,28C,Before,Noon,43,92,0.532,0.731
Montastraea cavernosa,Acer24 to Birthday,2,28C,Before,Noon,35,72,0.513,0.787
Montastraea cavernosa,Acer24 to Birthday,2,28C,Before,Noon,29,61,0.524,0.888
Montastraea cavernosa,Acer24 to Birthday,3,28C,Before,Noon,36,65,0.446,0.725
Montastraea cavernosa,Acer24 to Birthday,3,28C,Before,Noon,23,66,0.651,1.048
Montastraea cavernosa,Acer24 to Birthday,3,28C,Before,Noon,37,116,0.681,0.868
Montastraea cavernosa,Acer24 to Birthday,1,32C,Before,Noon,48,88,0.454,0.634
Montastraea cavernosa,Acer24 to Birthday,1,32C,Before,Noon,24,38,0.368,1.076
Montastraea cavernosa,Acer24 to Birthday,1,32C,Before,Noon,35,58,0.396,0.696
Montastraea cavernosa,Acer24 to Birthday,2,32C,Before,Noon,26,54,0.518,0.965
Montastraea cavernosa,Acer24 to Birthday,2,32C,Before,Noon,28,63,0.555,0.921
Montastraea cavernosa,Acer24 to Birthday,2,32C,Before,Noon,55,29,0,0
Montastraea cavernosa,Acer24 to Birthday,3,32C,Before,Noon,57,103,0.446,0.589
Montastraea cavernosa,Acer24 to Birthday,3,32C,Before,Noon,60,154,0.61,0.728
Montastraea cavernosa,Acer24 to Birthday,3,32C,Before,Noon,55,100,0.45,0.6
Montastraea cavernosa,Acer24 to Birthday,1,32C+LPS,Before,Noon,43,73,0.41,0.625
Montastraea cavernosa,Acer24 to Birthday,1,32C+LPS,Before,Noon,41,98,0.581,0.78
Montastraea cavernosa,Acer24 to Birthday,1,32C+LPS,Before,Noon,65,168,0.613,0.72
Montastraea cavernosa,Acer24 to Birthday,2,32C+LPS,Before,Noon,28,83,0.662,0.948
Montastraea cavernosa,Acer24 to Birthday,2,32C+LPS,Before,Noon,31,65,0.523,0.85
Montastraea cavernosa,Acer24 to Birthday,2,32C+LPS,Before,Noon,33,96,0.656,0.887
Montastraea cavernosa,Acer24 to Birthday,3,32C+LPS,Before,Noon,42,96,0.562,0.76
Montastraea cavernosa,Acer24 to Birthday,3,32C+LPS,Before,Noon,41,104,0.605,0.797
Montastraea cavernosa,Acer24 to Birthday,3,32C+LPS,Before,Noon,22,68,0.676,1.069
Montastraea cavernosa,Acer24 to Birthday,1,28C,Before,Dusk,35,95,0.631,0.857
Montastraea cavernosa,Acer24 to Birthday,1,28C,Before,Dusk,34,128,0.734,0.912
Montastraea cavernosa,Acer24 to Birthday,1,28C,Before,Dusk,47,172,0.726,0.85
Montastraea cavernosa,Acer24 to Birthday,2,28C,Before,Dusk,30,116,0.741,0.945
Montastraea cavernosa,Acer24 to Birthday,2,28C,Before,Dusk,30,149,0.798,0.959
Montastraea cavernosa,Acer24 to Birthday,2,28C,Before,Dusk,19,71,0.732,1.13
Montastraea cavernosa,Acer24 to Birthday,3,28C,Before,Dusk,47,143,0.671,0.813
Montastraea cavernosa,Acer24 to Birthday,3,28C,Before,Dusk,35,179,0.804,0.935
Montastraea cavernosa,Acer24 to Birthday,3,28C,Before,Dusk,49,180,0.727,0.845
Montastraea cavernosa,Acer24 to Birthday,1,32C,Before,Dusk,43,118,0.635,0.806
Montastraea cavernosa,Acer24 to Birthday,1,32C,Before,Dusk,22,100,0.78,1.04
Montastraea cavernosa,Acer24 to Birthday,1,32C,Before,Dusk,28,127,0.779,0.97
Montastraea cavernosa,Acer24 to Birthday,2,32C,Before,Dusk,35,116,0.698,0.89
Montastraea cavernosa,Acer24 to Birthday,2,32C,Before,Dusk,43,106,0.594,0.777
Montastraea cavernosa,Acer24 to Birthday,2,32C,Before,Dusk,46,133,0.654,0.805
Montastraea cavernosa,Acer24 to Birthday,3,32C,Before,Dusk,38,176,0.784,0.913
Montastraea cavernosa,Acer24 to Birthday,3,32C,Before,Dusk,44,185,0.762,0.881
Montastraea cavernosa,Acer24 to Birthday,3,32C,Before,Dusk,39,155,0.748,0.892
Montastraea cavernosa,Acer24 to Birthday,1,32C+LPS,Before,Dusk,43,142,0.697,0.846
Montastraea cavernosa,Acer24 to Birthday,1,32C+LPS,Before,Dusk,42,187,0.775,0.895
Montastraea cavernosa,Acer24 to Birthday,1,32C+LPS,Before,Dusk,29,128,0.773,0.961
Montastraea cavernosa,Acer24 to Birthday,2,32C+LPS,Before,Dusk,23,117,0.803,1.021
Montastraea cavernosa,Acer24 to Birthday,2,32C+LPS,Before,Dusk,37,150,0.753,0.904
Montastraea cavernosa,Acer24 to Birthday,2,32C+LPS,Before,Dusk,42,178,0.764,0.888
Montastraea cavernosa,Acer24 to Birthday,3,32C+LPS,Before,Dusk,61,174,0.649,0.758
Montastraea cavernosa,Acer24 to Birthday,3,32C+LPS,Before,Dusk,48,199,0.758,0.867
Montastraea cavernosa,Acer24 to Birthday,3,32C+LPS,Before,Dusk,59,195,0.697,0.8
Montastraea cavernosa,Acer24 to Birthday,4,28C,Before,Noon,73,151,0.516,0.619
Montastraea cavernosa,Acer24 to Birthday,4,28C,Before,Noon,48,86,0.441,0.622
Montastraea cavernosa,Acer24 to Birthday,4,28C,Before,Noon,57,107,0.467,0.609
Montastraea cavernosa,Acer24 to Birthday,5,28C,Before,Noon,71,115,0.382,0.488
Montastraea cavernosa,Acer24 to Birthday,5,28C,Before,Noon,74,155,0.522,0.623
Montastraea cavernosa,Acer24 to Birthday,5,28C,Before,Noon,73,131,0.442,0.547
Montastraea cavernosa,Acer24 to Birthday,6,28C,Before,Noon,88,208,0.576,0.655
Montastraea cavernosa,Acer24 to Birthday,6,28C,Before,Noon,62,186,0.666,0.77
Montastraea cavernosa,Acer24 to Birthday,6,28C,Before,Noon,58,127,0.543,0.676
Montastraea cavernosa,Acer24 to Birthday,7,28C,Before,Noon,79,132,0.401,0.495
Montastraea cavernosa,Acer24 to Birthday,7,28C,Before,Noon,62,136,0.544,0.666
Montastraea cavernosa,Acer24 to Birthday,7,28C,Before,Noon,52,91,0.428,0.59
Montastraea cavernosa,Acer24 to Birthday,8,28C,Before,Noon,65,124,0.475,0.595
Montastraea cavernosa,Acer24 to Birthday,8,28C,Before,Noon,52,99,0.474,0.635
Montastraea cavernosa,Acer24 to Birthday,8,28C,Before,Noon,35,68,0.485,0.767
Montastraea cavernosa,Acer24 to Birthday,9,28C,Before,Noon,67,115,0.417,0.533
Montastraea cavernosa,Acer24 to Birthday,9,28C,Before,Noon,51,90,0.433,0.6
Montastraea cavernosa,Acer24 to Birthday,9,28C,Before,Noon,57,51,0,0
Montastraea cavernosa,Acer24 to Birthday,10,28C,Before,Noon,50,69,0.275,0.431
Montastraea cavernosa,Acer24 to Birthday,5,32C,Before,Noon,70,129,0.457,0.567
Montastraea cavernosa,Acer24 to Birthday,5,32C,Before,Noon,47,88,0.465,0.65
Montastraea cavernosa,Acer24 to Birthday,5,32C,Before,Noon,51,103,0.504,0.666
Montastraea cavernosa,Acer24 to Birthday,4,32C,Before,Noon,38,105,0.638,0.837
Montastraea cavernosa,Acer24 to Birthday,4,32C,Before,Noon,45,111,0.594,0.767
Montastraea cavernosa,Acer24 to Birthday,4,32C,Before,Noon,35,111,0.684,0.883
Montastraea cavernosa,Acer24 to Birthday,6,32C,Before,Noon,44,124,0.645,0.808
Montastraea cavernosa,Acer24 to Birthday,6,32C,Before,Noon,56,202,0.722,0.824
Montastraea cavernosa,Acer24 to Birthday,6,32C,Before,Noon,49,125,0.608,0.76
Montastraea cavernosa,Acer24 to Birthday,7,32C,Before,Noon,31,108,0.712,0.927
Montastraea cavernosa,Acer24 to Birthday,7,32C,Before,Noon,39,120,0.675,0.852
Montastraea cavernosa,Acer24 to Birthday,7,32C,Before,Noon,49,106,0.537,0.703
Montastraea cavernosa,Acer24 to Birthday,8,32C,Before,Noon,37,96,0.614,0.83
Montastraea cavernosa,Acer24 to Birthday,8,32C,Before,Noon,37,82,0.548,0.789
Montastraea cavernosa,Acer24 to Birthday,8,32C,Before,Noon,35,98,0.642,0.863
Montastraea cavernosa,Acer24 to Birthday,9,32C,Before,Noon,44,120,0.633,0.8
Montastraea cavernosa,Acer24 to Birthday,9,32C,Before,Noon,57,100,0.43,0.573
Montastraea cavernosa,Acer24 to Birthday,9,32C,Before,Noon,48,102,0.529,0.701
Montastraea cavernosa,Acer24 to Birthday,10,32C,Before,Noon,35,60,0.416,0.714
Montastraea cavernosa,Acer24 to Birthday,10,32C,Before,Noon,40,91,0.56,0.772
Montastraea cavernosa,Acer24 to Birthday,4,32C+LPS,Before,Noon,52,107,0.514,0.67
Montastraea cavernosa,Acer24 to Birthday,4,32C+LPS,Before,Noon,46,127,0.637,0.794
Montastraea cavernosa,Acer24 to Birthday,4,32C+LPS,Before,Noon,58,130,0.553,0.685
Montastraea cavernosa,Acer24 to Birthday,5,32C+LPS,Before,Noon,37,88,0.579,0.809
Montastraea cavernosa,Acer24 to Birthday,5,32C+LPS,Before,Noon,31,72,0.569,0.872
Montastraea cavernosa,Acer24 to Birthday,5,32C+LPS,Before,Noon,31,100,0.69,0.92
Montastraea cavernosa,Acer24 to Birthday,6,32C+LPS,Before,Noon,39,154,0.746,0.891
Montastraea cavernosa,Acer24 to Birthday,6,32C+LPS,Before,Noon,44,160,0.725,0.859
Montastraea cavernosa,Acer24 to Birthday,6,32C+LPS,Before,Noon,34,88,0.613,0.857
Montastraea cavernosa,Acer24 to Birthday,7,32C+LPS,Before,Noon,34,113,0.699,0.897
Montastraea cavernosa,Acer24 to Birthday,7,32C+LPS,Before,Noon,43,117,0.632,0.804
Montastraea cavernosa,Acer24 to Birthday,7,32C+LPS,Before,Noon,41,110,0.627,0.811
Montastraea cavernosa,Acer24 to Birthday,8,32C+LPS,Before,Noon,25,51,0.509,1
Montastraea cavernosa,Acer24 to Birthday,8,32C+LPS,Before,Noon,38,100,0.62,0.826
Montastraea cavernosa,Acer24 to Birthday,8,32C+LPS,Before,Noon,35,99,0.646,0.864
Montastraea cavernosa,Acer24 to Birthday,9,32C+LPS,Before,Noon,42,87,0.517,0.725
Montastraea cavernosa,Acer24 to Birthday,9,32C+LPS,Before,Noon,46,89,0.483,0.671
Montastraea cavernosa,Acer24 to Birthday,9,32C+LPS,Before,Noon,43,107,0.598,0.78
Montastraea cavernosa,Acer24 to Birthday,10,32C+LPS,Before,Noon,26,74,0.648,0.979
Montastraea cavernosa,Acer24 to Birthday,10,32C+LPS,Before,Noon,41,77,0.467,0.692
Montastraea cavernosa,Acer24 to Birthday,1,28C,Experiment,Noon,44,78,0.435,0.641
Montastraea cavernosa,Acer24 to Birthday,1,28C,Experiment,Noon,34,100,0.66,0.88
Montastraea cavernosa,Acer24 to Birthday,1,28C,Experiment,Noon,34,75,0.546,0.82
Montastraea cavernosa,Acer24 to Birthday,2,28C,Experiment,Noon,40,100,0.6,0.8
Montastraea cavernosa,Acer24 to Birthday,2,28C,Experiment,Noon,31,108,0.712,0.927
Montastraea cavernosa,Acer24 to Birthday,2,28C,Experiment,Noon,12,24,0.5,0
Montastraea cavernosa,Acer24 to Birthday,3,28C,Experiment,Noon,49,111,0.558,0.72
Montastraea cavernosa,Acer24 to Birthday,3,28C,Experiment,Noon,53,103,0.485,0.641
Montastraea cavernosa,Acer24 to Birthday,3,28C,Experiment,Noon,72,130,0.446,0.552
Montastraea cavernosa,Acer24 to Birthday,1,32C,Experiment,Noon,68,111,0.387,0.5
